省份,城市,确诊,疑似,治愈,死亡
黑龙江省,齐齐哈尔,43,0,10,1
黑龙江省,绥化,46,0,14,4
黑龙江省,大庆,20,0,4,1
黑龙江省,黑河,14,0,0,0
黑龙江省,七台河,17,0,4,0
黑龙江省,牡丹江,13,0,1,0
黑龙江省,佳木斯,15,0,11,0
黑龙江省,鹤岗,5,0,2,0
黑龙江省,大兴安岭,2,0,1,0
黑龙江省,伊春,1,0,0,0
江苏省,南京,92,0,32,0
江苏省,苏州,87,0,31,0
江苏省,淮安,66,0,28,0
江苏省,徐州,79,0,42,0
江苏省,无锡,55,0,21,0
江苏省,连云港,48,0,14,0
江苏省,常州,50,0,20,0
江苏省,南通,40,0,19,0
江苏省,泰州,37,0,21,0
江苏省,扬州,23,0,9,0
江苏省,盐城,27,0,14,0
江苏省,镇江,12,0,5,0
江苏省,宿迁,13,0,7,0
山东省,济南,47,0,13,0
山东省,烟台,47,0,13,0
山东省,潍坊,44,0,11,0
山东省,济宁,52,0,20,0
山东省,青岛,58,0,26,1
山东省,威海,38,0,9,0
山东省,德州,37,0,9,1
山东省,聊城,38,0,12,0
山东省,泰安,32,0,6,0
山东省,淄博,29,0,5,0
山东省,枣庄,24,0,7,0
山东省,临沂,48,0,35,0
山东省,日照,16,0,4,0
山东省,菏泽,18,0,13,0
山东省,滨州,15,0,10,0
四川省,成都,140,0,56,1
四川省,甘孜州,62,0,6,0
四川省,达州,39,0,8,0
四川省,南充,38,0,12,0
四川省,巴中,24,0,3,0
四川省,广安,30,0,14,0
四川省,内江,22,0,6,0
四川省,泸州,19,0,3,0
四川省,德阳,17,0,1,0
四川省,绵阳,22,0,9,0
四川省,遂宁,17,0,9,0
四川省,凉山州,13,0,5,0
四川省,自贡,9,0,2,0
四川省,宜宾,12,0,6,0
四川省,眉山,8,0,2,0
四川省,攀枝花,16,0,11,0
四川省,雅安,7,0,2,0
四川省,广元,6,0,3,0
四川省,乐山,3,0,2,0
四川省,资阳,3,0,2,0
四川省,阿坝州,1,0,1,0
四川省,待明确地区,0,0,0,2
重庆市,万州区,108,0,36,3
重庆市,江北区,28,0,5,0
重庆市,合川区,23,0,7,0
重庆市,綦江区,23,0,7,0
重庆市,潼南区,18,0,2,0
重庆市,垫江县,20,0,6,0
重庆市,奉节县,20,0,6,0
重庆市,长寿区,21,0,9,0
重庆市,南岸区,15,0,3,0
重庆市,两江新区,17,0,7,0
重庆市,云阳县,25,0,16,0
重庆市,九龙坡区,20,0,10,1
重庆市,忠县,20,0,11,0
重庆市,渝北区,16,0,7,0
重庆市,大足区,14,0,5,0
重庆市,渝中区,20,0,12,0
重庆市,石柱县,14,0,7,0
重庆市,丰都县,10,0,3,0
重庆市,沙坪坝区,8,0,1,0
重庆市,开州区,20,0,13,1
重庆市,铜梁区,9,0,3,0
重庆市,巫山县,10,0,5,0
重庆市,荣昌区,9,0,4,0
重庆市,巫溪县,13,0,9,0
重庆市,巴南区,6,0,2,0
重庆市,璧山区,9,0,6,0
重庆市,永川区,5,0,2,0
重庆市,高新区,4,0,1,0
重庆市,大渡口区,7,0,5,0
重庆市,彭水县,2,0,0,0
重庆市,江津区,4,0,3,0
重庆市,涪陵区,3,0,2,0
重庆市,酉阳县,1,0,0,0
重庆市,万盛经开区,1,0,0,0
重庆市,梁平区,4,0,4,0
重庆市,黔江区,2,0,2,0
重庆市,城口县,2,0,2,0
重庆市,武隆区,1,0,1,0
重庆市,秀山县,1,0,1,0
北京市,海淀区,60,0,0,0
北京市,朝阳区,58,0,0,0
北京市,西城区,46,0,0,0
北京市,大兴区,39,0,2,0
北京市,丰台区,39,0,3,0
北京市,昌平区,25,0,0,0
北京市,外地来京人员,26,0,2,0
北京市,通州区,18,0,1,0
北京市,房山区,16,0,3,0
北京市,石景山区,14,0,1,0
北京市,东城区,12,0,1,0
北京市,顺义区,10,0,0,0
北京市,怀柔区,7,0,0,0
北京市,密云区,7,0,0,0
北京市,门头沟区,3,0,0,0
北京市,延庆区,1,0,0,0
北京市,待明确地区,0,0,101,4
福建省,福州,71,0,26,0
福建省,莆田,55,0,17,0
福建省,泉州,46,0,13,0
福建省,厦门,35,0,9,0
福建省,宁德,25,0,6,0
福建省,南平,20,0,7,0
福建省,漳州,20,0,8,0
福建省,三明,14,0,3,0
福建省,龙岩,6,0,1,0
福建省,待明确地区,0,0,1,0
广西壮族自治区,南宁,54,0,16,0
广西壮族自治区,北海,44,0,10,1
广西壮族自治区,河池,22,0,0,1
广西壮族自治区,桂林,31,0,12,0
广西壮族自治区,防城港,18,0,1,0
广西壮族自治区,柳州,24,0,8,0
广西壮族自治区,来宾,11,0,0,0
广西壮族自治区,玉林,10,0,2,0
广西壮族自治区,钦州,8,0,1,0
广西壮族自治区,贵港,8,0,3,0
广西壮族自治区,贺州,4,0,0,0
广西壮族自治区,百色,3,0,0,0
广西壮族自治区,梧州,5,0,5,0
河北省,唐山,51,0,10,1
河北省,沧州,48,0,18,2
河北省,张家口,34,0,9,0
河北省,邯郸,31,0,10,0
河北省,石家庄,28,0,11,0
河北省,廊坊,30,0,16,0
河北省,邢台,23,0,10,1
河北省,秦皇岛,10,0,3,0
河北省,保定,32,0,26,0
河北省,承德,7,0,4,0
河北省,衡水,8,0,6,0
上海市,外地来沪人员,110,0,59,1
上海市,浦东新区,60,0,33,0
上海市,宝山区,21,0,7,0
上海市,徐汇区,18,0,6,0
上海市,松江区,14,0,5,0
上海市,奉贤区,9,0,1,0
上海市,闵行区,18,0,11,0
上海市,静安区,16,0,9,0
上海市,普陀区,11,0,4,0
上海市,嘉定区,9,0,2,0
上海市,杨浦区,9,0,3,0
上海市,长宁区,13,0,8,0
上海市,黄浦区,6,0,2,0
上海市,崇明区,4,0,0,0
上海市,虹口区,7,0,4,0
上海市,金山区,3,0,2,0
上海市,青浦区,5,0,5,0
陕西省,西安,117,0,37,0
陕西省,汉中,25,0,2,0
陕西省,安康,25,0,7,0
陕西省,渭南,15,0,3,0
陕西省,咸阳,17,0,6,0
陕西省,商洛,7,0,2,0
陕西省,宝鸡,13,0,9,0
陕西省,铜川,8,0,4,0
陕西省,延安,8,0,6,0
陕西省,榆林,3,0,1,0
陕西省,杨凌,1,0,0,0
陕西省,韩城,1,0,1,0
陕西省,待明确地区,0,0,1,0
云南省,昆明,52,0,11,0
云南省,昭通,25,0,2,0
云南省,西双版纳,15,0,4,0
云南省,玉溪,14,0,3,0
云南省,曲靖,13,0,6,0
云南省,大理州,13,0,6,0
云南省,保山,9,0,2,0
云南省,红河州,8,0,3,0
云南省,德宏州,5,0,2,0
云南省,普洱,4,0,1,0
云南省,楚雄州,4,0,1,0
云南省,丽江,7,0,5,0
云南省,文山州,2,0,0,0
云南省,临沧,1,0,1,0
海南省,三亚,54,0,15,1
海南省,海口,34,0,16,0
海南省,万宁,13,0,4,0
海南省,儋州,15,0,8,0
海南省,澄迈,9,0,1,1
海南省,昌江,7,0,1,0
海南省,陵水,4,0,0,0
海南省,琼海,6,0,3,1
海南省,临高,6,0,4,0
海南省,文昌,3,0,1,0
海南省,保亭,3,0,1,0
海南省,乐东,2,0,0,0
海南省,东方,3,0,2,0
海南省,定安,3,0,2,1
海南省,琼中,1,0,1,0
贵州省,贵阳,36,0,13,0
贵州省,遵义,32,0,12,0
贵州省,毕节,23,0,10,0
贵州省,黔南州,17,0,7,0
贵州省,黔东南州,10,0,4,0
贵州省,六盘水,10,0,6,1
贵州省,安顺,4,0,1,0
贵州省,铜仁,10,0,9,0
贵州省,黔西南州,4,0,4,0
辽宁省,大连,19,0,5,0
辽宁省,葫芦岛,12,0,0,1
辽宁省,盘锦,11,0,0,0
辽宁省,沈阳,28,0,19,0
辽宁省,阜新,8,0,0,0
辽宁省,铁岭,7,0,1,0
辽宁省,锦州,12,0,7,0
辽宁省,鞍山,4,0,0,0
辽宁省,丹东,7,0,4,0
辽宁省,朝阳,6,0,3,0
辽宁省,本溪,3,0,1,0
辽宁省,辽阳,3,0,2,0
辽宁省,营口,1,0,1,0
山西省,晋中,36,0,15,0
山西省,太原,19,0,6,0
山西省,大同,12,0,5,0
山西省,晋城,9,0,2,0
山西省,长治,8,0,1,0
山西省,运城,19,0,13,0
山西省,朔州,8,0,2,0
山西省,忻州,7,0,1,0
山西省,阳泉,4,0,1,0
山西省,临汾,2,0,1,0
山西省,吕梁,6,0,6,0
天津市,宝坻区,50,0,12,2
天津市,河东区,15,0,7,1
天津市,河北区,12,0,7,0
天津市,北辰区,6,0,1,0
天津市,南开区,6,0,1,0
天津市,宁河区,4,0,0,0
天津市,外地来津人员,6,0,3,0
天津市,东丽区,4,0,1,0
天津市,和平区,6,0,4,0
天津市,河西区,4,0,2,0
天津市,滨海新区,3,0,1,0
天津市,西青区,4,0,3,0
天津市,武清区,2,0,1,0
天津市,红桥区,2,0,2,0
天津市,津南区,1,0,1,0
内蒙古自治区,包头,11,0,0,0
内蒙古自治区,鄂尔多斯,11,0,3,0
内蒙古自治区,巴彦淖尔,8,0,0,0
内蒙古自治区,赤峰,9,0,2,0
内蒙古自治区,锡林郭勒盟,8,0,1,0
内蒙古自治区,呼和浩特,7,0,0,0
内蒙古自治区,通辽,6,0,0,0
内蒙古自治区,呼伦贝尔,6,0,1,0
内蒙古自治区,乌兰察布,3,0,1,0
内蒙古自治区,乌海市,2,0,0,0
内蒙古自治区,兴安盟,1,0,0,0
新疆维吾尔自治区,乌鲁木齐,23,0,4,0
新疆维吾尔自治区,伊犁州,18,0,4,0
新疆维吾尔自治区,兵团第四师,10,0,0,0
新疆维吾尔自治区,兵团第九师,4,0,0,0
新疆维吾尔自治区,昌吉州,4,0,0,0
新疆维吾尔自治区,巴州,3,0,0,0
新疆维吾尔自治区,兵团第十二师,3,0,0,0
新疆维吾尔自治区,吐鲁番市,3,0,1,0
新疆维吾尔自治区,兵团第八师石河子市,4,0,1,1
新疆维吾尔自治区,兵团第六师五家渠市,2,0,0,0
新疆维吾尔自治区,兵团第七师,1,0,1,0
新疆维吾尔自治区,阿克苏地区,1,0,1,0
吉林省,长春,45,0,19,0
吉林省,四平市,14,0,4,1
吉林省,辽源,7,0,1,0
吉林省,公主岭,6,0,2,0
吉林省,延边,5,0,2,0
吉林省,吉林市,5,0,3,0
吉林省,通化,3,0,1,0
吉林省,松原,2,0,1,0
吉林省,白城,1,0,0,0
吉林省,梅河口,1,0,1,0
宁夏回族自治区,吴忠,27,0,6,0
宁夏回族自治区,银川,33,0,22,0
宁夏回族自治区,固原,5,0,2,0
宁夏回族自治区,中卫,3,0,3,0
宁夏回族自治区,宁东,1,0,1,0
宁夏回族自治区,石嘴山,1,0,1,0
甘肃省,兰州,36,0,20,2
甘肃省,平凉,9,0,1,0
甘肃省,甘南,8,0,4,0
甘肃省,白银,4,0,1,0
甘肃省,天水,12,0,11,0
甘肃省,定西,9,0,8,0
甘肃省,陇南,4,0,3,0
甘肃省,庆阳,3,0,2,0
甘肃省,临夏,3,0,3,0
甘肃省,张掖,2,0,2,0
甘肃省,金昌,1,0,1,0
甘肃省,待明确地区,0,0,2,0
青海省,西宁,15,0,11,0
青海省,海北州,3,0,2,0
西藏自治区,拉萨,1,0,1,0
