省份,城市,确诊,疑似,治愈,死亡
湖南省,湘潭,32,0,12,0
湖南省,湘西自治州,8,0,6,0
湖南省,张家界,5,0,3,0
安徽省,合肥,161,0,28,1
安徽省,蚌埠,146,0,2,4
安徽省,阜阳,142,0,17,0
安徽省,亳州,100,0,12,0
安徽省,安庆,80,0,15,0
安徽省,六安,60,0,3,0
安徽省,宿州,38,0,8,0
安徽省,马鞍山,32,0,6,0
安徽省,芜湖,31,0,4,0
安徽省,铜陵,28,0,9,0
安徽省,淮北,25,0,6,0
安徽省,淮南,23,0,6,0
安徽省,池州,16,0,3,0
安徽省,滁州,13,0,4,0
安徽省,黄山,9,0,1,0
安徽省,宣城,6,0,4,0
江西省,南昌,210,0,61,0
江西省,新余,121,0,28,0
江西省,上饶,119,0,17,0
江西省,九江,109,0,14,0
江西省,宜春,95,0,16,0
江西省,赣州,76,0,10,1
江西省,抚州,69,0,14,0
江西省,萍乡,29,0,2,0
江西省,吉安,20,0,5,0
江西省,鹰潭,18,0,2,0
江西省,景德镇,5,0,1,0
江西省,赣江新区,1,0,0,0
江苏省,南京,90,0,24,0
江苏省,苏州,85,0,16,0
江苏省,徐州,71,0,16,0
江苏省,淮安,51,0,6,0
江苏省,无锡,49,0,8,0
江苏省,连云港,42,0,5,0
江苏省,南通,38,0,10,0
江苏省,常州,38,0,11,0
江苏省,泰州,37,0,15,0
江苏省,盐城,25,0,6,0
江苏省,扬州,20,0,6,0
江苏省,镇江,12,0,2,0
江苏省,宿迁,12,0,6,0
重庆市,万州区,103,0,16,1
重庆市,江北区,25,0,2,0
重庆市,合川区,21,0,3,0
重庆市,綦江区,21,0,1,0
重庆市,云阳县,21,0,11,0
重庆市,九龙坡区,20,0,3,1
重庆市,开州区,20,0,11,1
重庆市,垫江县,20,0,1,0
重庆市,渝中区,20,0,1,0
重庆市,忠县,19,0,7,0
重庆市,奉节县,18,0,2,0
重庆市,长寿区,17,0,8,0
重庆市,两江新区,17,0,3,0
重庆市,渝北区,15,0,3,0
重庆市,潼南区,15,0,0,0
重庆市,大足区,14,0,1,0
重庆市,石柱县,14,0,3,0
重庆市,巫溪县,13,0,6,0
重庆市,南岸区,11,0,1,0
重庆市,丰都县,10,0,1,0
重庆市,巫山县,10,0,4,0
重庆市,璧山区,8,0,2,0
重庆市,铜梁区,8,0,0,0
重庆市,荣昌区,8,0,0,0
重庆市,沙坪坝区,8,0,0,0
重庆市,大渡口区,7,0,3,0
重庆市,巴南区,5,0,1,0
重庆市,永川区,5,0,1,0
重庆市,江津区,4,0,1,0
重庆市,梁平区,4,0,2,0
重庆市,高新区,4,0,0,0
重庆市,涪陵区,3,0,0,0
重庆市,城口县,2,0,1,0
重庆市,黔江区,2,0,2,0
重庆市,彭水县,2,0,0,0
重庆市,秀山县,1,0,1,0
重庆市,武隆区,1,0,0,0
重庆市,酉阳县,1,0,0,0
重庆市,万盛经开区,1,0,0,0
山东省,青岛,53,0,13,1
山东省,济南,47,0,7,0
山东省,烟台,46,0,7,0
山东省,临沂,45,0,12,0
山东省,济宁,43,0,12,0
山东省,威海,38,0,9,0
山东省,潍坊,38,0,5,0
山东省,聊城,38,0,3,0
山东省,德州,35,0,6,1
山东省,泰安,32,0,4,0
山东省,淄博,23,0,1,0
山东省,枣庄,23,0,4,0
山东省,菏泽,18,0,7,0
山东省,日照,15,0,2,0
山东省,滨州,12,0,6,0
四川省,成都,131,0,42,1
四川省,甘孜州,37,0,3,0
四川省,达州,36,0,5,0
四川省,南充,35,0,5,0
四川省,广安,30,0,5,0
四川省,绵阳,22,0,4,0
四川省,巴中,22,0,1,0
四川省,内江,21,0,3,0
四川省,泸州,19,0,2,0
四川省,德阳,17,0,0,0
四川省,攀枝花,13,0,8,0
四川省,宜宾,11,0,3,0
四川省,遂宁,10,0,4,0
四川省,凉山州,10,0,1,0
四川省,自贡,9,0,2,0
四川省,眉山,8,0,1,0
四川省,雅安,7,0,2,0
四川省,广元,6,0,1,0
四川省,乐山,3,0,0,0
四川省,资阳,3,0,1,0
四川省,阿坝州,1,0,0,0
黑龙江省,哈尔滨,159,0,15,1
黑龙江省,绥化,45,0,3,4
黑龙江省,鸡西,44,0,1,0
黑龙江省,双鸭山,39,0,1,2
黑龙江省,齐齐哈尔,33,0,4,1
黑龙江省,七台河,16,0,0,0
黑龙江省,大庆,15,0,0,1
黑龙江省,佳木斯,15,0,5,0
黑龙江省,牡丹江,12,0,1,0
黑龙江省,黑河,10,0,0,0
黑龙江省,鹤岗,5,0,1,0
黑龙江省,大兴安岭,2,0,0,0
北京市,朝阳区,56,0,0,0
北京市,海淀区,56,0,0,0
北京市,西城区,43,0,0,0
北京市,大兴区,37,0,2,0
北京市,丰台区,32,0,3,0
北京市,外地来京人员,25,0,2,0
北京市,昌平区,19,0,0,0
北京市,通州区,17,0,1,0
北京市,房山区,14,0,0,0
北京市,石景山区,13,0,0,0
北京市,东城区,12,0,0,0
北京市,顺义区,10,0,0,0
北京市,怀柔区,7,0,0,0
北京市,密云区,7,0,0,0
北京市,门头沟区,3,0,0,0
北京市,延庆区,1,0,0,0
北京市,待明确地区,0,0,48,3
上海市,外地来沪人员,99,0,26,1
上海市,浦东新区,56,0,12,0
上海市,宝山区,20,0,0,0
上海市,闵行区,18,0,3,0
上海市,徐汇区,17,0,2,0
上海市,静安区,16,0,3,0
上海市,松江区,14,0,1,0
上海市,长宁区,13,0,3,0
上海市,普陀区,11,0,0,0
上海市,奉贤区,9,0,1,0
上海市,杨浦区,8,0,0,0
上海市,嘉定区,8,0,1,0
上海市,虹口区,7,0,2,0
上海市,黄浦区,6,0,1,0
上海市,青浦区,5,0,2,0
上海市,金山区,3,0,0,0
上海市,崇明区,3,0,0,0
福建省,福州,64,0,15,0
福建省,莆田,54,0,8,0
福建省,泉州,44,0,13,0
福建省,厦门,34,0,4,0
福建省,宁德,25,0,5,0
福建省,南平,20,0,3,0
福建省,漳州,19,0,4,0
福建省,三明,13,0,1,0
福建省,龙岩,6,0,1,0
河北省,沧州,42,0,12,2
河北省,唐山,35,0,3,0
河北省,保定,31,0,11,0
河北省,邯郸,31,0,5,0
河北省,廊坊,29,0,8,0
河北省,石家庄,27,0,3,0
河北省,张家口,25,0,3,0
河北省,邢台,21,0,5,1
河北省,秦皇岛,9,0,1,0
河北省,衡水,8,0,2,0
河北省,承德,7,0,1,0
陕西省,西安,110,0,15,0
陕西省,安康,22,0,5,0
陕西省,汉中,21,0,1,0
陕西省,咸阳,17,0,4,0
陕西省,渭南,14,0,0,0
陕西省,宝鸡,13,0,5,0
陕西省,延安,8,0,6,0
陕西省,铜川,8,0,4,0
陕西省,商洛,7,0,1,0
陕西省,榆林,3,0,1,0
陕西省,韩城,1,0,0,0
陕西省,杨凌,1,0,0,0
陕西省,待明确地区,0,0,1,0
广西壮族自治区,南宁,44,0,10,0
广西壮族自治区,北海,39,0,4,1
广西壮族自治区,桂林,31,0,5,0
广西壮族自治区,柳州,22,0,6,0
广西壮族自治区,河池,21,0,0,1
广西壮族自治区,防城港,17,0,1,0
广西壮族自治区,来宾,11,0,0,0
广西壮族自治区,玉林,9,0,1,0
广西壮族自治区,钦州,8,0,0,0
广西壮族自治区,贵港,8,0,0,0
广西壮族自治区,梧州,5,0,5,0
广西壮族自治区,贺州,4,0,0,0
广西壮族自治区,百色,3,0,0,0
广西壮族自治区,待明确地区,0,0,1,0
海南省,三亚,54,0,11,1
海南省,海口,29,0,10,0
海南省,儋州,15,0,1,0
海南省,万宁,13,0,1,0
海南省,澄迈,8,0,1,1
海南省,昌江,7,0,0,0
海南省,临高,6,0,1,0
海南省,琼海,6,0,0,1
海南省,陵水,4,0,0,0
海南省,东方,3,0,1,0
海南省,定安,3,0,0,1
海南省,文昌,3,0,0,0
海南省,保亭,3,0,0,0
海南省,乐东,2,0,0,0
海南省,琼中,1,0,1,0
云南省,昆明,46,0,7,0
云南省,西双版纳,15,0,2,0
云南省,玉溪,14,0,3,0
云南省,昭通,14,0,2,0
云南省,曲靖,13,0,1,0
云南省,大理州,13,0,3,0
云南省,保山,9,0,0,0
云南省,丽江,7,0,2,0
云南省,红河州,7,0,3,0
云南省,德宏州,5,0,2,0
云南省,普洱,4,0,0,0
云南省,楚雄州,4,0,0,0
云南省,文山州,2,0,0,0
云南省,临沧,1,0,0,0
云南省,待明确地区,0,0,1,0
贵州省,贵阳,33,0,3,0
贵州省,遵义,25,0,1,0
贵州省,毕节,22,0,2,0
贵州省,黔南州,17,0,3,0
贵州省,铜仁,10,0,5,0
贵州省,六盘水,10,0,1,1
贵州省,黔东南州,10,0,2,0
贵州省,黔西南州,4,0,3,0
贵州省,安顺,4,0,0,0
山西省,晋中,35,0,8,0
山西省,运城,19,0,8,0
山西省,太原,18,0,3,0
山西省,大同,12,0,4,0
山西省,长治,8,0,0,0
山西省,晋城,8,0,2,0
山西省,朔州,7,0,2,0
山西省,忻州,7,0,0,0
山西省,吕梁,6,0,5,0
山西省,阳泉,4,0,0,0
山西省,临汾,2,0,1,0
辽宁省,沈阳,28,0,7,0
辽宁省,大连,16,0,4,0
辽宁省,锦州,12,0,1,0
辽宁省,葫芦岛,11,0,0,1
辽宁省,盘锦,11,0,0,0
辽宁省,阜新,8,0,0,0
辽宁省,铁岭,7,0,1,0
辽宁省,丹东,7,0,3,0
辽宁省,朝阳,6,0,2,0
辽宁省,本溪,3,0,0,0
辽宁省,辽阳,3,0,1,0
辽宁省,鞍山,3,0,0,0
辽宁省,营口,1,0,1,0
天津市,宝坻区,43,0,1,1
天津市,河东区,13,0,2,1
天津市,河北区,12,0,2,0
天津市,和平区,6,0,1,0
天津市,外地来津人员,6,0,1,0
天津市,北辰区,5,0,0,0
天津市,南开区,4,0,0,0
天津市,河西区,4,0,1,0
天津市,西青区,4,0,1,0
天津市,宁河区,4,0,0,0
天津市,东丽区,4,0,0,0
天津市,滨海新区,3,0,0,0
天津市,红桥区,2,0,1,0
天津市,津南区,1,0,0,0
天津市,武清区,1,0,0,0
天津市,待明确地区,0,0,1,0
甘肃省,兰州,35,0,14,2
甘肃省,天水,12,0,6,0
甘肃省,定西,8,0,2,0
甘肃省,平凉,8,0,1,0
甘肃省,甘南,7,0,1,0
甘肃省,白银,4,0,0,0
甘肃省,陇南,4,0,0,0
甘肃省,临夏,3,0,2,0
甘肃省,庆阳,3,0,1,0
甘肃省,张掖,2,0,1,0
甘肃省,金昌,1,0,1,0
甘肃省,待明确地区,0,0,2,0
吉林省,长春,42,0,11,0
吉林省,四平市,13,0,2,1
吉林省,公主岭,6,0,2,0
吉林省,辽源,6,0,1,0
吉林省,吉林市,5,0,3,0
吉林省,延边,5,0,2,0
吉林省,通化,3,0,0,0
吉林省,松原,2,0,1,0
吉林省,梅河口,1,0,0,0
吉林省,白城,1,0,0,0
宁夏回族自治区,银川,32,0,12,0
宁夏回族自治区,吴忠,22,0,6,0
宁夏回族自治区,固原,5,0,2,0
宁夏回族自治区,中卫,3,0,2,0
宁夏回族自治区,宁东,1,0,1,0
宁夏回族自治区,石嘴山,1,0,1,0
新疆维吾尔自治区,乌鲁木齐,21,0,2,0
新疆维吾尔自治区,伊犁州,14,0,0,0
新疆维吾尔自治区,兵团第四师,10,0,0,0
新疆维吾尔自治区,兵团第九师,4,0,0,0
新疆维吾尔自治区,昌吉州,4,0,0,0
新疆维吾尔自治区,巴州,3,0,0,0
新疆维吾尔自治区,兵团第八师石河子市,2,0,0,1
新疆维吾尔自治区,吐鲁番市,1,0,1,0
新疆维吾尔自治区,兵团第七师,1,0,0,0
新疆维吾尔自治区,阿克苏地区,1,0,0,0
新疆维吾尔自治区,兵团第六师五家渠市,1,0,0,0
新疆维吾尔自治区,兵团第十二师,1,0,0,0
内蒙古自治区,鄂尔多斯,11,0,2,0
内蒙古自治区,包头,11,0,0,0
内蒙古自治区,呼和浩特,7,0,0,0
内蒙古自治区,呼伦贝尔,6,0,1,0
内蒙古自治区,通辽,6,0,0,0
内蒙古自治区,巴彦淖尔,6,0,0,0
内蒙古自治区,赤峰,5,0,2,0
内蒙古自治区,锡林郭勒盟,3,0,1,0
内蒙古自治区,乌兰察布,3,0,0,0
内蒙古自治区,乌海市,2,0,0,0
内蒙古自治区,兴安盟,1,0,0,0
青海省,西宁,15,0,8,0
青海省,海北州,3,0,1,0
西藏自治区,拉萨,1,0,1,0
