省份,城市,确诊,疑似,治愈,死亡
河南省,濮阳,17,0,7,0
河南省,济源,5,0,3,0
河南省,三门峡,7,0,6,0
河南省,待明确地区,0,0,16,6
安徽省,蚌埠,160,0,81,5
安徽省,合肥,174,0,104,1
安徽省,阜阳,155,0,99,0
安徽省,亳州,108,0,73,0
安徽省,六安,69,0,39,0
安徽省,安庆,83,0,61,0
安徽省,马鞍山,38,0,19,0
安徽省,铜陵,29,0,13,0
安徽省,宿州,41,0,26,0
安徽省,淮南,27,0,14,0
安徽省,淮北,27,0,15,0
安徽省,芜湖,33,0,25,0
安徽省,池州,17,0,10,0
安徽省,滁州,13,0,8,0
安徽省,黄山,9,0,6,0
安徽省,宣城,6,0,4,0
江西省,九江,118,0,47,0
江西省,南昌,229,0,162,0
江西省,上饶,123,0,75,0
江西省,宜春,106,0,58,0
江西省,新余,130,0,87,0
江西省,赣州,76,0,40,1
江西省,抚州,72,0,46,0
江西省,萍乡,33,0,11,0
江西省,鹰潭,18,0,4,0
江西省,吉安,22,0,11,0
江西省,景德镇,6,0,3,0
江西省,赣江新区,1,0,0,0
江西省,待明确地区,0,0,11,0
湖南省,长沙,242,0,130,2
湖南省,岳阳,156,0,87,1
湖南省,株洲,79,0,47,0
湖南省,娄底,76,0,55,0
湖南省,常德,80,0,60,0
湖南省,湘潭,36,0,19,0
湖南省,邵阳,102,0,86,1
湖南省,衡阳,48,0,37,0
湖南省,郴州,39,0,31,0
湖南省,益阳,59,0,52,0
湖南省,永州,43,0,37,0
湖南省,怀化,40,0,38,0
湖南省,湘西自治州,8,0,8,0
湖南省,张家界,5,0,5,0
四川省,成都,143,0,75,3
四川省,甘孜州,69,0,12,0
四川省,达州,41,0,13,0
四川省,南充,38,0,18,0
四川省,泸州,24,0,6,0
四川省,巴中,24,0,10,0
四川省,内江,22,0,10,0
四川省,德阳,18,0,6,0
四川省,广安,30,0,20,0
四川省,绵阳,22,0,12,0
四川省,遂宁,17,0,10,0
四川省,凉山州,13,0,8,0
四川省,宜宾,12,0,8,0
四川省,雅安,7,0,4,0
四川省,自贡,9,0,7,0
四川省,眉山,8,0,6,0
四川省,攀枝花,16,0,15,0
四川省,广元,6,0,5,0
四川省,乐山,3,0,2,0
四川省,资阳,3,0,2,0
四川省,阿坝州,1,0,1,0
黑龙江省,哈尔滨,197,0,77,3
黑龙江省,鸡西,46,0,5,0
黑龙江省,双鸭山,52,0,19,3
黑龙江省,齐齐哈尔,43,0,22,1
黑龙江省,大庆,26,0,8,1
黑龙江省,绥化,47,0,29,4
黑龙江省,七台河,17,0,9,0
黑龙江省,牡丹江,14,0,7,0
黑龙江省,黑河,14,0,9,0
黑龙江省,鹤岗,5,0,2,0
黑龙江省,伊春,1,0,0,0
黑龙江省,佳木斯,15,0,15,0
黑龙江省,大兴安岭,2,0,2,0
重庆市,万州区,118,0,65,4
重庆市,江北区,28,0,10,0
重庆市,合川区,23,0,10,0
重庆市,潼南区,18,0,5,0
重庆市,奉节县,22,0,10,0
重庆市,綦江区,23,0,12,0
重庆市,垫江县,20,0,9,0
重庆市,长寿区,21,0,11,0
重庆市,两江新区,17,0,7,0
重庆市,南岸区,15,0,5,0
重庆市,九龙坡区,20,0,11,1
重庆市,渝北区,17,0,10,0
重庆市,沙坪坝区,8,0,1,0
重庆市,云阳县,25,0,19,0
重庆市,渝中区,20,0,14,0
重庆市,铜梁区,10,0,4,0
重庆市,丰都县,10,0,4,0
重庆市,大足区,14,0,9,0
重庆市,巫溪县,14,0,9,0
重庆市,开州区,21,0,16,1
重庆市,石柱县,15,0,11,0
重庆市,巫山县,10,0,6,0
重庆市,荣昌区,9,0,5,0
重庆市,巴南区,6,0,2,0
重庆市,涪陵区,5,0,2,0
重庆市,忠县,20,0,18,0
重庆市,璧山区,9,0,7,0
重庆市,大渡口区,7,0,5,0
重庆市,高新区,4,0,2,0
重庆市,彭水县,2,0,0,0
重庆市,永川区,5,0,4,0
重庆市,江津区,4,0,3,0
重庆市,酉阳县,1,0,0,0
重庆市,万盛经开区,1,0,0,0
重庆市,梁平区,4,0,4,0
重庆市,黔江区,2,0,2,0
重庆市,城口县,2,0,2,0
重庆市,武隆区,1,0,1,0
重庆市,秀山县,1,0,1,0
江苏省,南京,93,0,52,0
江苏省,苏州,87,0,49,0
江苏省,淮安,66,0,37,0
江苏省,连云港,48,0,22,0
江苏省,无锡,55,0,37,0
江苏省,徐州,79,0,63,0
江苏省,常州,51,0,36,0
江苏省,南通,40,0,28,0
江苏省,泰州,37,0,25,0
江苏省,扬州,23,0,15,0
江苏省,盐城,27,0,20,0
江苏省,宿迁,13,0,8,0
江苏省,镇江,12,0,9,0
北京市,海淀区,62,0,0,0
北京市,朝阳区,60,0,0,0
北京市,西城区,53,0,0,0
北京市,丰台区,41,0,3,0
北京市,大兴区,39,0,2,0
北京市,昌平区,29,0,0,0
北京市,外地来京人员,26,0,2,0
北京市,通州区,19,0,1,0
北京市,房山区,16,0,3,0
北京市,石景山区,14,0,1,0
北京市,东城区,12,0,1,0
北京市,顺义区,10,0,0,0
北京市,怀柔区,7,0,0,0
北京市,密云区,7,0,0,0
北京市,门头沟区,3,0,2,0
北京市,延庆区,1,0,0,0
北京市,待明确地区,0,0,163,4
广西壮族自治区,北海,44,0,14,1
广西壮族自治区,南宁,55,0,28,0
广西壮族自治区,河池,25,0,4,1
广西壮族自治区,桂林,32,0,17,0
广西壮族自治区,柳州,24,0,11,0
广西壮族自治区,防城港,19,0,6,0
广西壮族自治区,来宾,11,0,0,0
广西壮族自治区,玉林,11,0,6,0
广西壮族自治区,贵港,8,0,3,0
广西壮族自治区,钦州,8,0,6,0
广西壮族自治区,贺州,4,0,2,0
广西壮族自治区,百色,3,0,2,0
广西壮族自治区,梧州,5,0,5,0
福建省,莆田,55,0,24,0
福建省,泉州,46,0,19,0
福建省,福州,71,0,50,0
福建省,厦门,35,0,17,0
福建省,南平,20,0,10,0
福建省,三明,14,0,5,0
福建省,宁德,26,0,20,0
福建省,漳州,20,0,14,0
福建省,龙岩,6,0,3,0
福建省,待明确地区,0,0,0,1
上海市,外地来沪人员,111,0,73,1
上海市,浦东新区,60,0,42,0
上海市,宝山区,21,0,10,0
上海市,徐汇区,18,0,10,0
上海市,松江区,14,0,7,0
上海市,静安区,16,0,10,0
上海市,嘉定区,9,0,3,0
上海市,奉贤区,9,0,3,0
上海市,杨浦区,9,0,4,0
上海市,闵行区,19,0,15,0
上海市,普陀区,11,0,7,0
上海市,长宁区,13,0,10,0
上海市,黄浦区,6,0,3,0
上海市,虹口区,7,0,5,0
上海市,崇明区,4,0,2,0
上海市,金山区,3,0,2,0
上海市,青浦区,5,0,5,0
上海市,待明确地区,0,0,16,2
河北省,唐山,57,0,20,1
河北省,沧州,48,0,26,3
河北省,石家庄,29,0,19,0
河北省,张家口,34,0,25,0
河北省,邯郸,31,0,22,0
河北省,廊坊,30,0,25,0
河北省,邢台,23,0,18,1
河北省,保定,32,0,29,0
河北省,秦皇岛,10,0,6,1
河北省,衡水,8,0,7,0
河北省,承德,7,0,6,0
陕西省,西安,120,0,72,1
陕西省,汉中,26,0,10,0
陕西省,渭南,15,0,4,0
陕西省,安康,26,0,16,0
陕西省,咸阳,17,0,14,0
陕西省,商洛,7,0,4,0
陕西省,宝鸡,13,0,11,0
陕西省,铜川,8,0,6,0
陕西省,杨凌,1,0,0,0
陕西省,延安,8,0,8,0
陕西省,榆林,3,0,3,0
陕西省,韩城,1,0,1,0
天津市,宝坻区,60,0,17,2
天津市,河东区,15,0,8,1
天津市,北辰区,6,0,2,0
天津市,南开区,6,0,2,0
天津市,宁河区,4,0,1,0
天津市,河北区,12,0,10,0
天津市,和平区,6,0,4,0
天津市,外地来津人员,6,0,4,0
天津市,东丽区,4,0,2,0
天津市,河西区,4,0,2,0
天津市,滨海新区,3,0,2,0
天津市,武清区,2,0,1,0
天津市,西青区,4,0,4,0
天津市,红桥区,2,0,2,0
天津市,津南区,1,0,1,0
天津市,待明确地区,0,0,3,0
云南省,昆明,53,0,32,0
云南省,昭通,25,0,10,0
云南省,西双版纳,15,0,9,1
云南省,曲靖,13,0,8,0
云南省,红河州,9,0,4,0
云南省,玉溪,14,0,9,1
云南省,保山,9,0,5,0
云南省,德宏州,5,0,2,0
云南省,大理州,13,0,11,0
云南省,文山州,2,0,1,0
云南省,丽江,7,0,7,0
云南省,普洱,4,0,4,0
云南省,楚雄州,4,0,4,0
云南省,临沧,1,0,1,0
海南省,三亚,54,0,30,1
海南省,海口,39,0,20,0
海南省,昌江,7,0,2,0
海南省,万宁,13,0,9,0
海南省,儋州,15,0,12,0
海南省,澄迈,9,0,5,1
海南省,陵水,4,0,1,0
海南省,临高,6,0,4,0
海南省,保亭,3,0,1,0
海南省,琼海,6,0,4,1
海南省,东方,3,0,2,0
海南省,定安,3,0,2,1
海南省,文昌,3,0,3,0
海南省,乐东,2,0,2,0
海南省,琼中,1,0,1,0
海南省,待明确地区,0,0,6,0
贵州省,贵阳,36,0,18,1
贵州省,遵义,32,0,18,0
贵州省,毕节,23,0,13,0
贵州省,黔南州,17,0,12,0
贵州省,六盘水,10,0,6,1
贵州省,安顺,4,0,1,0
贵州省,黔东南州,10,0,8,0
贵州省,铜仁,10,0,10,0
贵州省,黔西南州,4,0,4,0
辽宁省,大连,19,0,9,0
辽宁省,沈阳,28,0,19,0
辽宁省,葫芦岛,12,0,5,1
辽宁省,盘锦,11,0,5,0
辽宁省,铁岭,7,0,1,0
辽宁省,阜新,8,0,3,0
辽宁省,锦州,12,0,8,0
辽宁省,鞍山,4,0,0,0
辽宁省,朝阳,6,0,3,0
辽宁省,丹东,7,0,6,0
辽宁省,本溪,3,0,3,0
辽宁省,辽阳,3,0,3,0
辽宁省,营口,1,0,1,0
山西省,晋中,36,0,21,0
山西省,太原,20,0,12,0
山西省,大同,12,0,6,0
山西省,晋城,10,0,5,0
山西省,长治,8,0,3,0
山西省,朔州,8,0,3,0
山西省,运城,19,0,16,0
山西省,忻州,7,0,4,0
山西省,阳泉,4,0,2,0
山西省,临汾,2,0,1,0
山西省,吕梁,6,0,6,0
内蒙古自治区,包头,11,0,2,0
内蒙古自治区,锡林郭勒盟,9,0,1,0
内蒙古自治区,赤峰,9,0,3,0
内蒙古自治区,通辽,7,0,1,0
内蒙古自治区,巴彦淖尔,8,0,3,0
内蒙古自治区,呼和浩特,7,0,2,0
内蒙古自治区,鄂尔多斯,11,0,7,0
内蒙古自治区,呼伦贝尔,7,0,3,0
内蒙古自治区,乌兰察布,3,0,1,0
内蒙古自治区,乌海市,2,0,0,0
内蒙古自治区,兴安盟,1,0,0,0
新疆维吾尔自治区,乌鲁木齐,23,0,10,0
新疆维吾尔自治区,伊犁州,18,0,6,0
新疆维吾尔自治区,兵团第四师,10,0,0,0
新疆维吾尔自治区,兵团第九师,4,0,0,1
新疆维吾尔自治区,兵团第十二师,3,0,0,0
新疆维吾尔自治区,吐鲁番市,3,0,1,0
新疆维吾尔自治区,兵团第八师石河子市,4,0,1,1
新疆维吾尔自治区,兵团第六师五家渠市,2,0,0,0
新疆维吾尔自治区,昌吉州,4,0,3,0
新疆维吾尔自治区,巴州,3,0,2,0
新疆维吾尔自治区,兵团第七师,1,0,1,0
新疆维吾尔自治区,阿克苏地区,1,0,1,0
吉林省,长春,45,0,26,0
吉林省,辽源,7,0,1,0
吉林省,四平市,15,0,9,1
吉林省,公主岭,6,0,3,0
吉林省,通化,4,0,1,0
吉林省,延边,5,0,4,0
吉林省,白城,1,0,0,0
吉林省,吉林市,5,0,5,0
吉林省,松原,2,0,2,0
吉林省,梅河口,1,0,1,0
宁夏回族自治区,吴忠,28,0,12,0
宁夏回族自治区,银川,33,0,28,0
宁夏回族自治区,固原,5,0,3,0
宁夏回族自治区,中卫,3,0,3,0
宁夏回族自治区,宁东,1,0,1,0
宁夏回族自治区,石嘴山,1,0,1,0
甘肃省,兰州,36,0,29,2
甘肃省,平凉,9,0,6,0
甘肃省,甘南,8,0,6,0
甘肃省,定西,9,0,8,0
甘肃省,白银,4,0,3,0
甘肃省,庆阳,3,0,2,0
甘肃省,天水,12,0,12,0
甘肃省,陇南,4,0,4,0
甘肃省,临夏,3,0,3,0
甘肃省,张掖,2,0,2,0
甘肃省,金昌,1,0,1,0
青海省,西宁,15,0,15,0
青海省,海北州,3,0,3,0
西藏自治区,拉萨,1,0,1,0
