省份,城市,确诊,疑似,治愈,死亡
海南省,乐东,2,0,0,0
海南省,琼中,1,0,1,0
海南省,待明确地区,7,0,0,0
贵州省,贵阳,29,0,3,0
贵州省,遵义,25,0,1,0
贵州省,毕节,22,0,2,0
贵州省,黔南州,17,0,3,0
贵州省,铜仁,10,0,5,0
贵州省,六盘水,10,0,1,1
贵州省,黔东南州,10,0,1,0
贵州省,黔西南州,4,0,1,0
贵州省,安顺,4,0,0,0
山西省,晋中,34,0,8,0
山西省,运城,19,0,8,0
山西省,太原,18,0,3,0
山西省,大同,11,0,3,0
山西省,长治,8,0,0,0
山西省,晋城,8,0,2,0
山西省,朔州,7,0,2,0
山西省,忻州,7,0,0,0
山西省,吕梁,6,0,5,0
山西省,阳泉,4,0,0,0
山西省,临汾,2,0,1,0
辽宁省,沈阳,28,0,7,0
辽宁省,大连,16,0,4,0
辽宁省,锦州,12,0,1,0
辽宁省,葫芦岛,11,0,0,0
辽宁省,盘锦,11,0,0,0
辽宁省,阜新,8,0,0,0
辽宁省,铁岭,7,0,1,0
辽宁省,丹东,7,0,3,0
辽宁省,朝阳,6,0,2,0
辽宁省,本溪,3,0,0,0
辽宁省,辽阳,3,0,0,0
辽宁省,鞍山,3,0,0,0
辽宁省,营口,1,0,1,0
天津市,宝坻区,41,0,1,1
天津市,河东区,13,0,2,1
天津市,河北区,12,0,2,0
天津市,和平区,6,0,1,0
天津市,外地来津人员,6,0,1,0
天津市,北辰区,5,0,0,0
天津市,南开区,4,0,0,0
天津市,河西区,4,0,1,0
天津市,西青区,4,0,1,0
天津市,宁河区,4,0,0,0
天津市,东丽区,4,0,0,0
天津市,滨海新区,3,0,0,0
天津市,红桥区,2,0,1,0
天津市,津南区,1,0,0,0
天津市,武清区,1,0,0,0
甘肃省,兰州,35,0,14,2
甘肃省,天水,12,0,6,0
甘肃省,定西,8,0,2,0
甘肃省,平凉,8,0,0,0
甘肃省,甘南,6,0,1,0
甘肃省,白银,4,0,0,0
甘肃省,陇南,4,0,0,0
甘肃省,临夏,3,0,2,0
甘肃省,庆阳,3,0,1,0
甘肃省,张掖,2,0,1,0
甘肃省,金昌,1,0,1,0
吉林省,长春,42,0,11,0
吉林省,四平市,12,0,2,1
吉林省,公主岭,6,0,1,0
吉林省,辽源,6,0,0,0
吉林省,吉林市,5,0,3,0
吉林省,延边,5,0,2,0
吉林省,通化,3,0,0,0
吉林省,松原,2,0,1,0
吉林省,梅河口,1,0,0,0
吉林省,白城,1,0,0,0
内蒙古自治区,鄂尔多斯,11,0,2,0
内蒙古自治区,包头,11,0,0,0
内蒙古自治区,呼和浩特,7,0,0,0
内蒙古自治区,呼伦贝尔,6,0,1,0
内蒙古自治区,通辽,6,0,0,0
内蒙古自治区,巴彦淖尔,6,0,0,0
内蒙古自治区,赤峰,5,0,1,0
内蒙古自治区,乌兰察布,3,0,0,0
内蒙古自治区,锡林郭勒盟,2,0,1,0
内蒙古自治区,乌海市,2,0,0,0
内蒙古自治区,兴安盟,1,0,0,0
新疆维吾尔自治区,乌鲁木齐,20,0,2,0
新疆维吾尔自治区,伊犁州,12,0,0,0
新疆维吾尔自治区,兵团第四师,9,0,0,0
新疆维吾尔自治区,兵团第九师,4,0,0,0
新疆维吾尔自治区,昌吉州,4,0,0,0
新疆维吾尔自治区,巴州,3,0,0,0
新疆维吾尔自治区,兵团第八师石河子市,2,0,0,0
新疆维吾尔自治区,吐鲁番市,1,0,1,0
新疆维吾尔自治区,兵团第七师,1,0,0,0
新疆维吾尔自治区,阿克苏地区,1,0,0,0
新疆维吾尔自治区,兵团第六师五家渠市,1,0,0,0
新疆维吾尔自治区,兵团第十二师,1,0,0,0
宁夏回族自治区,银川,31,0,10,0
宁夏回族自治区,吴忠,19,0,6,0
宁夏回族自治区,中卫,3,0,2,0
宁夏回族自治区,固原,3,0,2,0
宁夏回族自治区,宁东,1,0,1,0
宁夏回族自治区,石嘴山,1,0,1,0
青海省,西宁,15,0,8,0
青海省,海北州,3,0,1,0
西藏自治区,拉萨,1,0,1,0
