省份,城市,确诊,疑似,治愈,死亡
新疆维吾尔自治区,兵团第九师,4,0,0,0
新疆维吾尔自治区,巴州,3,0,0,0
新疆维吾尔自治区,昌吉州,2,0,0,0
新疆维吾尔自治区,吐鲁番,1,0,0,0
新疆维吾尔自治区,兵团第七师,1,0,0,0
新疆维吾尔自治区,兵团第八师石河子市,1,0,0,0
新疆维吾尔自治区,阿克苏地区,1,0,0,0
新疆维吾尔自治区,兵团第六师五家渠市,1,0,0,0
新疆维吾尔自治区,兵团第十二师,1,0,0,0
青海省,西宁,15,0,3,0
青海省,海北州,3,0,0,0
西藏自治区,拉萨,1,0,0,0
