省份,城市,确诊,疑似,治愈,死亡
云南省,楚雄州,4,0,2,0
云南省,文山州,2,0,0,0
云南省,普洱,4,0,3,0
云南省,丽江,7,0,7,0
云南省,临沧,1,0,1,0
海南省,三亚,54,0,24,1
海南省,海口,39,0,18,0
海南省,昌江,7,0,2,0
海南省,儋州,15,0,11,0
海南省,万宁,13,0,9,0
海南省,澄迈,9,0,4,1
海南省,陵水,4,0,1,0
海南省,临高,6,0,4,0
海南省,保亭,3,0,1,0
海南省,乐东,2,0,0,0
海南省,琼海,6,0,4,1
海南省,东方,3,0,2,0
海南省,定安,3,0,2,1
海南省,文昌,3,0,3,0
海南省,琼中,1,0,1,0
贵州省,贵阳,36,0,14,1
贵州省,遵义,32,0,17,0
贵州省,毕节,23,0,10,0
贵州省,黔南州,17,0,7,0
贵州省,黔东南州,10,0,4,0
贵州省,六盘水,10,0,6,1
贵州省,安顺,4,0,1,0
贵州省,铜仁,10,0,9,0
贵州省,黔西南州,4,0,4,0
天津市,宝坻区,56,0,15,2
天津市,河东区,15,0,7,1
天津市,北辰区,6,0,1,0
天津市,南开区,6,0,1,0
天津市,宁河区,4,0,0,0
天津市,河北区,12,0,9,0
天津市,和平区,6,0,4,0
天津市,外地来津人员,6,0,4,0
天津市,东丽区,4,0,2,0
天津市,河西区,4,0,2,0
天津市,滨海新区,3,0,1,0
天津市,武清区,2,0,1,0
天津市,西青区,4,0,4,0
天津市,红桥区,2,0,2,0
天津市,津南区,1,0,1,0
天津市,待明确地区,0,0,5,0
辽宁省,沈阳,28,0,15,0
辽宁省,大连,19,0,9,0
辽宁省,葫芦岛,12,0,4,1
辽宁省,盘锦,11,0,5,0
辽宁省,铁岭,7,0,1,0
辽宁省,锦州,12,0,7,0
辽宁省,阜新,8,0,3,0
辽宁省,鞍山,4,0,0,0
辽宁省,朝阳,6,0,3,0
辽宁省,丹东,7,0,5,0
辽宁省,本溪,3,0,3,0
辽宁省,辽阳,3,0,3,0
辽宁省,营口,1,0,1,0
内蒙古自治区,包头,11,0,2,0
内蒙古自治区,锡林郭勒盟,9,0,1,0
内蒙古自治区,巴彦淖尔,8,0,0,0
内蒙古自治区,通辽,7,0,0,0
内蒙古自治区,鄂尔多斯,11,0,5,0
内蒙古自治区,赤峰,9,0,3,0
内蒙古自治区,呼和浩特,7,0,2,0
内蒙古自治区,呼伦贝尔,7,0,2,0
内蒙古自治区,乌兰察布,3,0,1,0
内蒙古自治区,乌海市,2,0,0,0
内蒙古自治区,兴安盟,1,0,0,0
山西省,晋中,36,0,18,0
山西省,晋城,10,0,3,0
山西省,长治,8,0,1,0
山西省,太原,19,0,13,0
山西省,大同,12,0,6,0
山西省,朔州,8,0,3,0
山西省,运城,19,0,16,0
山西省,忻州,7,0,4,0
山西省,阳泉,4,0,2,0
山西省,临汾,2,0,1,0
山西省,吕梁,6,0,6,0
新疆维吾尔自治区,乌鲁木齐,23,0,10,0
新疆维吾尔自治区,伊犁州,18,0,6,0
新疆维吾尔自治区,兵团第四师,10,0,0,0
新疆维吾尔自治区,兵团第九师,4,0,0,0
新疆维吾尔自治区,巴州,3,0,0,0
新疆维吾尔自治区,兵团第十二师,3,0,0,0
新疆维吾尔自治区,昌吉州,4,0,2,0
新疆维吾尔自治区,吐鲁番市,3,0,1,0
新疆维吾尔自治区,兵团第八师石河子市,4,0,1,1
新疆维吾尔自治区,兵团第六师五家渠市,2,0,0,0
新疆维吾尔自治区,兵团第七师,1,0,1,0
新疆维吾尔自治区,阿克苏地区,1,0,1,0
吉林省,长春,45,0,21,0
吉林省,四平市,15,0,7,1
吉林省,辽源,7,0,1,0
吉林省,公主岭,6,0,2,0
吉林省,通化,4,0,1,0
吉林省,吉林市,5,0,4,0
吉林省,延边,5,0,4,0
吉林省,白城,1,0,0,0
吉林省,松原,2,0,2,0
吉林省,梅河口,1,0,1,0
宁夏回族自治区,吴忠,28,0,9,0
宁夏回族自治区,银川,33,0,27,0
宁夏回族自治区,固原,5,0,3,0
宁夏回族自治区,中卫,3,0,3,0
宁夏回族自治区,宁东,1,0,1,0
宁夏回族自治区,石嘴山,1,0,1,0
甘肃省,兰州,36,0,24,2
甘肃省,平凉,9,0,4,0
甘肃省,甘南,8,0,4,0
甘肃省,白银,4,0,2,0
甘肃省,定西,9,0,8,0
甘肃省,庆阳,3,0,2,0
甘肃省,天水,12,0,12,0
甘肃省,陇南,4,0,4,0
甘肃省,临夏,3,0,3,0
甘肃省,张掖,2,0,2,0
甘肃省,金昌,1,0,1,0
甘肃省,待明确地区,0,0,5,0
青海省,西宁,15,0,14,0
青海省,海北州,3,0,2,0
西藏自治区,拉萨,1,0,1,0
